lemma,normalized_lemma,part_of_speech,sense_position,definition,tags,polish_translations,cefr,wordnet_synsets,frequency_rank
Uzbekistan,uzbekistan,noun,0,A country in Central Asia. Official name: Republic of Uzbekistan. Capital: Tashkent.,,Uzbekistan,,,
Tuvalu,tuvalu,noun,0,A country and archipelago of Polynesia in Oceania. Capital and largest city: Funafuti.,,Tuvalu|Tuwalu,,,
burp,burp,noun,0,A belch.,Canada|US,beknięcie,,,
burp,burp,verb,0,To emit a burp.,intransitive,bekać|beknąć,,,
burp,burp,verb,1,To utter by burping,transitive,,,,
burp,burp,verb,2,To cause someone (such as a baby) to burp.,transitive,,,,
burp,burp,verb,3,To open (a container of fermenting substance) to allow the release of accumulated gas.,transitive,,,,
Turkmenistan,turkmenistan,noun,0,A country in Central Asia. Capital: Ashgabat.,,Turkmenistan,,,
car hop,car hop,noun,0,A waiter who serves customers sitting in parked cars.,,,,,
car hop,car hop,noun,1,A restaurant where customers are served in parked cars,,,,,
curvaceous,curvaceous,adjective,0,Having shapely and voluptuous curves; curvy.,,,,02146404-s,
front organization,front organization,noun,0,An organization which secretly acts as the public face of a covert group.,,fasadowa organizacja,,,
fuddy-duddy,fuddy-duddy,noun,0,"An old-fashioned, persnickety or ineffective person.",US|informal,,,,
fuddy-duddy,fuddy-duddy,adjective,0,Old-fashioned and persnickety or ineffective.,US|informal,,,,
leg up,leg up,noun,0,The act of assisting another's progress over a wall or other obstacle by forming a step for one of their feet with one's hands.,,,,,
leg up,leg up,noun,1,"A boost, a sudden improvement; an advantage, an edge.",figuratively,,,,
leg up,leg up,noun,2,"Assistance, help given to get started or overcome a problem or obstacle.",figuratively,,,,
leg up,leg up,verb,0,To walk a horse on a hard surface regularly.,transitive,,,,
ace,ace,noun,0,"A playing card showing a single pip, typically the highest or lowest ranking card in a game.",,as,,02676145-n,
ace,ace,noun,1,"A die face marked with a single dot, typically representing the number one.",,es,,,
ace,ace,noun,2,The ball marked with the number 1 in pool and related games.,,,,,
ace,ace,noun,3,A dollar bill.,US|slang,,,,
ace,ace,noun,4,A very small quantity or degree; a particle; an atom; a jot.,,,,,
ace,ace,noun,5,A serve won without the opponent hitting the ball.,,as,,,
ace,ace,noun,6,"A point won by a single stroke, as in handball, rackets, etc.",,,,,
ace,ace,noun,7,The best pitcher on the team.,US,,,,
ace,ace,noun,8,A run.,US|dated|obsolete,,,,
ace,ace,noun,9,A hole in one.,US,,,,
ace,ace,noun,10,"An expert at something; a maverick, genius; a person of supreme talent.",attributive|sometimes,as,,,
ace,ace,noun,11,"A military aircraft pilot who is credited with shooting down many enemy aircraft, typically five or more.",,as,,,
ace,ace,noun,12,A perfect score on a school exam.,US,,,,
ace,ace,noun,13,Any of various hesperiid butterflies.,,,,,
ace,ace,noun,14,A quark.,obsolete,,,,
ace,ace,noun,15,A person who is asexual.,slang,,,,
ace,ace,verb,0,"To pass (a test, interviews etc.) perfectly.",US|informal|transitive,,,,
ace,ace,verb,1,To defeat (others) in a contest; to outdo (others) in a competition.,US|ambitransitive|informal,,,,
ace,ace,verb,2,To win a point against (an opponent) by an ace.,ambitransitive,,,,
ace,ace,verb,3,To make an ace (hole in one).,,,,,
ace,ace,adjective,0,Excellent.,UK|slang,,,,
ace,ace,adjective,1,"Asexual, not experiencing sexual attraction.",slang,,,,
acerbity,acerbity,noun,0,"Sourness of taste, with bitterness and astringency, like that of unripe fruit.",countable|uncountable,cierpkość|kwaśność|gorzkość,,,
acerbity,acerbity,noun,1,"Harshness, bitterness, or severity.",countable|figuratively|uncountable,cierpkość|uszczypliwość|zgryźliwość,,05002187-n,
acerbity,acerbity,noun,2,"Something harsh (e.g. a remark, act or experience).",countable,,,,
acetate,acetate,noun,0,Any ester or salt of acetic acid.,,octan|acetat,,14623986-n,
acetate,acetate,noun,1,Cellulose acetate.,,,,02678073-n,
acetate,acetate,noun,2,"A transparent sheet used for overlays, whether of cellulose acetate or (loosely) any macroscopically similar plastic.",,,,02678073-n,
acetate,acetate,noun,3,Ellipsis of acetate disc (A disc of aluminium covered in a wax used to make demonstration copies of a phonograph record),abbreviation|alt-of|ellipsis,,,,
acerbate,acerbate,adjective,0,Embittered; having a sour disposition or nature.,rare,,,,
acerbate,acerbate,verb,0,To exasperate; to irritate.,transitive,wkurzać|wkurzyć|irytować|zirytować,,,
acerbate,acerbate,verb,1,To make bitter or sour.,transitive,napełniać goryczą|napełnić goryczą,,00271239-v,
acetylene,acetylene,noun,0,Any organic compound having one or more carbon–carbon triple bonds; an alkyne.,countable,acetylen,,,
acetylene,acetylene,noun,1,"Ethyne; the simplest alkyne, a hydrocarbon of formula HC≡CH. It is a colourless, odourless, extremely flammable, explosive gas, formerly used as an illuminating gas, but now used in welding and metallurgy.",uncountable,acetylen,,14624920-n,
acetylene,acetylene,noun,2,"A lamp powered by acetylene, particularly a motor vehicle headlight.",countable|uncountable,lampa acetylenowa|lampa karbidowa|karbidówka,,,
ache,ache,verb,0,"To suffer pain; to be the source of, or be in, pain, especially continued dull pain; to be distressed.",intransitive|stative,boleć,cefr_j:B2,02126629-v,
ache,ache,verb,1,To cause someone or something to suffer pain.,literary|rare|transitive,,cefr_j:B2,00064841-v,
ache,ache,noun,0,"Continued dull pain, as distinguished from sudden twinges, or spasmodic pain.",,tępy ból,cefr_j:B1,14347092-n,
ache,ache,noun,1,Emotional suffering causing discomfort and physical pain.,,,cefr_j:B1,,
ache,ache,noun,2,Parsley.,historical|obsolete,,cefr_j:B1,,
ache,ache,noun,3,Rare spelling of aitch.,alt-of|rare,,cefr_j:B1,,
achieve,achieve,verb,0,"To carry out or conclude (something, as a task) successfully; to accomplish.",transitive,osiągać|osiągnąć|zrealizować,cefr_j:A2,,746
achieve,achieve,verb,1,"To gain or obtain (a desired objective, result, etc.) through effort or skill; to succeed in attaining (an objective, result, etc.); to win.",transitive,osiągać|osiągnąć,cefr_j:A2,02531751-v,746
achieve,achieve,verb,2,To obtain (a physical thing); to get.,transitive,,cefr_j:A2,,746
achieve,achieve,verb,3,"To end or finish (something); to terminate; (specifically, military) to win (a battle or war).",obsolete|transitive,,cefr_j:A2,,746
achieve,achieve,verb,4,"To attain a goal; to succeed in something, now especially in academic performance; (generally) to make an effort; strive.",intransitive,,cefr_j:A2,02531751-v,746
achieve,achieve,verb,5,"Followed by to: to attain a certain position, status, etc.",archaic|intransitive|literary,,cefr_j:A2,,746
achieve,achieve,verb,6,"To come to an end; conclude, end; also, to result, to turn out; or (uncommon) to be affected by fate in a certain way.",intransitive|obsolete,,cefr_j:A2,,746
Achilles,achilles,noun,0,"A mythical semidivine hero, the son of Peleus by the nereid Thetis, and prince of the Myrmidons, who features in the Iliad as a central character and the foremost warrior of the Achaean (Greek) camp.",Greek,Achilles|Achil,,,
Achilles,achilles,noun,1,A male given name from Ancient Greek.,rare,,,,
Achilles,achilles,noun,2,The Greek camp Trojan asteroid 588 Achilles.,,,,,
Achilles heel,achilles heel,noun,0,A vulnerability in an otherwise strong situation.,,pięta Achillesa|pięta achillesowa,,,
Achilles heel,achilles heel,noun,1,"The Achilles tendon, the tendo Achillis.",,,,,
achromatism,achromatism,noun,0,The state or quality of being achromatic; achromaticity.,uncountable,achromatyczność|achromatyzm,,,
achromatism,achromatism,noun,1,"The state of being free of colors, not emitting or separating into colors.",uncountable,,,,
achromatism,achromatism,noun,2,Achromatopia.,uncountable,achromatopsja|achromatyzm,,,
acidic,acidic,adjective,0,Of or relating to acid; having the character of an acid.,,,octanove:C1,00025351-a,
acidic,acidic,adjective,1,"Having a pH less than 7, or being sour, or having the strength to neutralize alkalis, or turning a litmus paper red.",physical,kwasowy,octanove:C1,,
acidic,acidic,adjective,2,Containing a high percentage of silica-bearing minerals.,,,octanove:C1,,
acidification,acidification,noun,0,"The act or process of making something sour (acidifying), or changing into an acid.",countable|uncountable,,,13447411-n,
acidify,acidify,verb,0,To make something (more) acidic or sour; to convert into an acid.,transitive,,,02201136-v,
acidify,acidify,verb,1,To neutralize alkalis.,transitive,,,,
acidify,acidify,verb,2,To sour; to embitter.,figuratively|transitive,,,02201136-v,
acidosis,acidosis,noun,0,An abnormally increased acidity of the blood.,countable|uncountable,kwasica|acydoza|acydemia,,14043071-n,
FIFA,fifa,noun,0,FIFA (International Federation of Association Football),,,,,
FIFA,fifa,noun,1,A series of association football video games developed and released annually by Electronic Arts under the EA Sports label.,,,,,
NAIA,naia,noun,0,Initialism of National Association of Intercollegiate Athletics.,US|abbreviation|alt-of|initialism,,,,
NAIA,naia,noun,1,Initialism of National Animal Interest Alliance.,US|abbreviation|alt-of|initialism,,,,
NAIA,naia,noun,2,Initialism of Ninoy Aquino International Airport.,Philippines|abbreviation|alt-of|initialism,,,,
NCAA,ncaa,noun,0,Initialism of National Collegiate Athletic Association.,abbreviation|alt-of|initialism,,,,
IPO,ipo,noun,0,Initialism of initial public offering.,abbreviation|alt-of|initialism,,,,
IPO,ipo,noun,1,Initialism of Intellectual Property Office.,abbreviation|alt-of|initialism,,,,
IPO,ipo,noun,2,Initialism of Independent Party of Oregon.,US|abbreviation|alt-of|initialism,,,,
IPO,ipo,verb,0,"To launch an initial public offering, to go public.",intransitive|transitive,,,,
initial public offering,initial public offering,noun,0,"The first offering to members of the public of stock in a company, normally followed by a listing of that stock on a stock exchange.",phrase|plural,pierwsza oferta publiczna,,01096499-n,
accomplishable,accomplishable,adjective,0,Capable of being accomplished; practicable.,,,,,
poison,poison,noun,0,A substance that is harmful or lethal to a living organism when ingested.,countable|uncountable,trucizna|jad,cefr_j:B1,15056943-n,
poison,poison,noun,1,Anything harmful to a person or thing.,countable|figuratively|uncountable,,cefr_j:B1,05173924-n,
poison,poison,noun,2,"An alcoholic drink. (Mainly in the phrases ""name your poison"" and ""what's your poison?"")",countable|idiomatic|informal|uncountable,,cefr_j:B1,,
poison,poison,noun,3,Any substance that inhibits catalytic activity.,countable|uncountable,,cefr_j:B1,,
poison,poison,verb,0,To use poison to kill or paralyse (somebody).,transitive,truć|zatruwać|otruć,cefr_j:B2,,
poison,poison,verb,1,To pollute; to cause to become poisonous.,transitive,,cefr_j:B2,,
poison,poison,verb,2,To cause to become much worse.,transitive,,cefr_j:B2,,
poison,poison,verb,3,To cause (someone) to hate or to have unfair negative opinions.,transitive,,cefr_j:B2,,
poison,poison,verb,4,To inhibit the catalytic activity of.,,,cefr_j:B2,,
poison,poison,verb,5,"To place false or malicious data into (a cache, etc.) as part of an exploit.",transitive,,cefr_j:B2,,
quotation,quotation,noun,0,"A fragment of a human expression that is repeated by somebody else, for example from literature or a famous speech.",countable,,cefr_j:B2,,
quotation,quotation,noun,1,The act of quoting someone or something.,uncountable,,cefr_j:B2,,
quotation,quotation,noun,2,A price that has been quoted for buying or selling.,countable,wycena,cefr_j:B2,,
quotation,quotation,noun,3,The act of setting a price.,uncountable,,cefr_j:B2,,
